email,name,designation,category,tags,case,source,mobile,reject_reason
sushant.mehta@network18online.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
sushma.jagmohan@timesgroup.com,Sandhya Times,,Press,press|times-of-india,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
svraghavan@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
swati.deshpande@timesgroup.com,Swati Deshpande,,Press,press|times-of-india,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
swati.rastogi@aajtak.com,Aaj Tak,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
syna.dehnugara@network18online.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
tanseem.haider@aajtak.com,3,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
tanya@fashionoomph.com,9,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
taslima.khan@intoday.com,Business Today,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
tdagli@ogaan.co.in,Tanvi Dagli,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
toimum@rediffmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
trendandoffers@gmail.com,Trendandoffers.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
uday@magnamags.com,Uday Kumar,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
ujjaini@maxposure.in,Subh Yatra (Air India),,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
umaire.effendi@haymarket.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
uni.bangalore@gmail.com,UNI,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
uni_editorial@hotmail.com,UNI,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
urvi.malvania@indiantelevision.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
uzmi.athar@pti.in,UZMI ATHAR,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
vaishali.j@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vanitahindi@gmail.com,Vanita,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
varunjain@abpnews.in,4,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vasantha.angamuthu@hindustantimes.com,,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
veena@epcworld.in,EPC World,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
veenu.sandhu@bsmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
venkatesh.ganesh@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vibha.sharma@aajtak.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vidhi.c@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vikas@medianama.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vikas@outlookindia.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vinaykamath@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vineeta@starnews.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
vineetha.athrey@network18online.com,CNBC TV18,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
vinodhini@magnamags.com,Vinodini Rao,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
vinodsharma@hindustantimes.com,VINOD KUMAR SHARMA,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vipasha.sinha@thehindu.co,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
viresh_news@rediffmail.com,Sahara Time,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vivacity_pioneer@yahoo.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,hard_bounce_other
viveat.pinto@bsmail.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vivek.sinha@hindustantimes.com,Hindustan Times,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vnair@hindustantimes.com,,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
vshanker71@yahoo.com,VIJAY SHANKER,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
yasho05@rediffmail.com,Yashobhoomi,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
yuthika.b@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
zahra.motorwala@indiatimes.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ziya@thehindu.co.in,The Hindu,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
zofeen.maqsood@hindustantimes.com,,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
editor@gomantak.com,,,Press,goa|press,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,policy_rejected
editor@thegoan.net,,,Press,goa|press,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
gteditor@gomantak.com,,,Press,goa|press,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,policy_rejected
jason@prudentmedia.in,,,Press,goa|press,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
joel@prudentmedia.in,,,Press,goa|press,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
laukik@prudentmedia.in,,,Press,goa|press,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
news@prudentmedia.in,,,Press,goa|press,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
reportergteditor@gmail.com,,,Press,goa|press,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
shweta@herald-goa.com,,,Press,goa|press,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
chairman-gspcb.goa@nic.in,,,Government,goa|govt-state|ngo-civic|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,inbox_bounce_notification
dir-panc.goa@nic.in,,,Government,goa|govt-state|ngo-civic|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,inbox_bounce_notification
goapcb@gspcb.in,,,Government,goa|govt-state|ngo-civic|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,dead_domain
mail.gspcb@gov.in,,,Government,goa|govt-state|ngo-civic|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,policy_rejected
ms-gspcb.goa@nic.in,,,Government,goa|govt-state|ngo-civic|police-hq,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
alvaresgoafoundation@gmail.com,,,NGO/Civic,goa|ngo-civic,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
goabachaoabhiyan@gmail.com,,,NGO/Civic,goa|ngo-civic,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
goafoundation@gmail.com,,,NGO/Civic,goa|ngo-civic,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,user_not_found
info@savegoa.com,,,NGO/Civic,goa|ngo-civic,olympio-almeida,olympio-almeida/Distribution_Recipients.csv,,dead_domain
srishti@livelaw.in,Srishti Ojha,"Legal Correspondent, LiveLaw India",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|livelaw|press|reporter|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
sharmeen@livelaw.in,Sharmeen Hakim,"Reporter – Bombay High Court, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|legal-reporter|livelaw|mumbai-press|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mehal@livelaw.in,Mehal Jain,"Reporter, LiveLaw India",Press/Legal Media,crime-court-beat|legal-press|livelaw|press|reporter|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
tellmy@livelaw.in,Tellmy Jolly,"Writer/Reporter, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
apoorva@livelaw.in,Apoorva Mandhani,"Assistant Editor, LiveLaw India",Press/Legal Media,crime-court-beat|editor|legal-press|livelaw|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
radhika@livelaw.in,Radhika Roy,"Reporter, LiveLaw India",Press/Legal Media,crime-court-beat|legal-press|livelaw|press|reporter|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
nitish@livelaw.in,Nitish Kashyap,"Reporter – Bombay High Court, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|legal-reporter|livelaw|mumbai-press|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mohd@livelaw.in,Mohd Chauhan,"Legal Correspondent, LiveLaw India",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|livelaw|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
anadi@barandbench.com,Anadi Tewari,"Reporter, Bar and Bench",Press/Legal Media,bar-and-bench|legal-press|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
sahyaja@barandbench.com,Sahyaja MS,"Reporter, Bar and Bench",Press/Legal Media,bar-and-bench|legal-press|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
ummar@barandbench.com,Ummar Jamal,"Reporter, Bar and Bench",Press/Legal Media,bar-and-bench|legal-press|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
rintu@barandbench.com,Rintu Mariam Biju,"Court Reporter, Bar and Bench",Press/Legal Media,bar-and-bench|crime-court-beat|legal-press|legal-reporter|press|reporter|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@barandbench.com,Bar and Bench Editorial,"Editorial general contact, Bar and Bench",Press/Legal Media,bar-and-bench|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
blogging@legallyindia.com,Kian Ganz,"Founder & Publishing Editor, Legally India",Press/Legal Media,editor|founder|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@goachronicle.com,Savio Rodrigues,"Founder & Editor-in-Chief, Goa Chronicle",Press/Legal Media,editor|editor-in-chief|founder|goa|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
news@goachronicle.com,Goa Chronicle Editorial,"Editorial desk, Goa Chronicle",Press/Legal Media,crime-court-beat|editor|goa|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
news@heraldgoa.in,O Heraldo Editorial,"Editorial desk, O Heraldo / Herald Goa",Press/Legal Media,crime-court-beat|editor|goa|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editorial@frontline.in,V. Venkatesan,"Legal/Political Correspondent, Frontline / The Hindu",Press/Legal Media,crime-court-beat|frontline|legal-press|legal-reporter|press|reporter|supreme-court-beat|the-hindu|top-priority,general,legal-press-research-2026-06-09,,user_not_found
apurva.vishwanath@indianexpress.com,Apurva Vishwanath,"National Legal Editor, The Indian Express",Press/Legal Media,crime-court-beat|editor|indian-express|legal-press|legal-reporter|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
liz.mathew@indianexpress.com,Liz Mathew,"Deputy Editor, The Indian Express",Press/Legal Media,editor|indian-express|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
letters@indianexpress.com,Indian Express Legal Desk,"Editorial contact, The Indian Express",Press/Legal Media,crime-court-beat|editor|indian-express|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
satyaprakash@tribuneindia.com,Satya Prakash,"Legal Editor, The Tribune",Press/Legal Media,crime-court-beat|editor|legal-press|legal-reporter|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
letters@tribuneindia.com,The Tribune Legal Desk,"Editorial contact, The Tribune",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
vakasha@thequint.com,Vakasha Sachdev,"Associate Legal Editor, The Quint",Press/Legal Media,crime-court-beat|editor|legal-press|legal-reporter|press|supreme-court-beat|the-quint|thequint|top-priority,general,legal-press-research-2026-06-09,,user_not_found
vakasha.sachdev@thequint.com,Vakasha Sachdev (alt),"Associate Legal Editor, The Quint",Press/Legal Media,crime-court-beat|editor|legal-press|legal-reporter|press|supreme-court-beat|the-quint|thequint|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@scroll.in,Scroll.in Editorial,"Editorial desk, Scroll.in",Press/Legal Media,crime-court-beat|editor|legal-press|mumbai-press|press|scroll|top-priority,general,legal-press-research-2026-06-09,,user_not_found
nileena@caravanmagazine.in,Nileena MS,"Senior Staff Writer, The Caravan",Press/Legal Media,caravan|crime-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editorial@caravanmagazine.in,Prabhjit Singh,"Contributing Writer, The Caravan",Press/Legal Media,caravan|crime-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
letters@indiatoday.in,India Today Editorial,"Editorial contact, India Today",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@outlookindia.com,Outlook Legal Desk,"Editor contact, Outlook India",Press/Legal Media,editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
feedback@timesnow.tv,Times Now Legal Desk,"Editorial contact, Times Now",Press/Legal Media,crime-court-beat|editor|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editorial@abplive.com,ABP Live Legal,"Editorial contact, ABP Live",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
news@newsx.com,NewsX Legal Desk,"Editorial contact, NewsX",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
feedback@cnbctv18.com,CNBC TV18 Legal Desk,"Editorial contact, CNBC TV18",Press/Legal Media,crime-court-beat|editor|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
parikshit.luthra@cnbctv18.com,Parikshit Luthra,"Editor & Chief of Bureau, CNBC TV18",Press/Legal Media,editor|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
feedback@dnaindia.com,DNA India General,"Editorial desk, DNA India",Press/Legal Media,crime-court-beat|dna-india|editor|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor.mumbai@esakal.in,Maharashtra Times Editorial,"Editorial contact, Maharashtra Times / Sakal Media",Press/Legal Media,crime-court-beat|editor|hindustan-times|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mumbai@indianexpress.com,Indian Express Mumbai,"Mumbai bureau, The Indian Express",Press/Legal Media,crime-court-beat|indian-express|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mumbai@thehindu.co.in,The Hindu Mumbai,"Mumbai bureau, The Hindu",Press/Legal Media,crime-court-beat|legal-press|mumbai-press|press|the-hindu|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@theprint.in,The Print Legal/Judiciary Desk,"Editorial contact, The Print",Press/Legal Media,crime-court-beat|editor|legal-press|press|the-print|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@indialegal.in,India Legal (indialegal.in) Editorial,"Editor contact, India Legal",Press/Legal Media,crime-court-beat|editor|india-legal|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editorial@indialegal.in,Govind Pant Raju,"Senior Editor, India Legal",Press/Legal Media,crime-court-beat|editor|india-legal|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
theweek@manoramaonline.com,The Week Legal Desk,"Editorial desk, The Week",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@mumbaibuzz.in,Mumbai Live Desk,"Editorial desk, Mumbai Live",Press/Legal Media,crime-court-beat|editor|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
editor@afternoondc.in,Afternoon DC Mumbai,"Editor, Afternoon Despatch and Courier",Press/Legal Media,crime-court-beat|editor|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
info@nyaaya.org,Nyaaya Editorial,"Contact, Nyaaya.org",Press/Legal Media,legal-press|press,general,legal-press-research-2026-06-09,,user_not_found
info@legalindia.com,Legal India Editorial,"Editorial contact, Legal India",Press/Legal Media,editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
alpeshbhatt20175@gmail.com,Alpesh Bhatt,"Court Reporter, Gujarat court beat",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|legal-reporter|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
kalapi191114@gmail.com,Kalapi Patel,"Court Reporter, Gujarat court beat",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|legal-reporter|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
abhimanyu.hazarika@indianexpress.com,Abhimanyu Hazarika,"Legal Reporter, The Indian Express / Frontline",Press/Legal Media,crime-court-beat|frontline|indian-express|legal-press|legal-reporter|press|reporter|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
judiciary@theprint.in,The Print Judiciary Desk,"Judiciary beat contact, The Print",Press/Legal Media,crime-court-beat|legal-press|press|the-print|top-priority,general,legal-press-research-2026-06-09,,user_not_found
contact@scroll.in,Scroll Legal Desk,"General contact, Scroll.in",Press/Legal Media,crime-court-beat|legal-press|mumbai-press|press|scroll|top-priority,general,legal-press-research-2026-06-09,,user_not_found
nileena.ms@caravanmagazine.in,Nileena MS (Caravan confirmed email),"Senior Staff Writer, The Caravan",Press/Legal Media,caravan|legal-press|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
tips@thewire.in,The Wire legal tipline,"News tips / editorial, The Wire",Press/Legal Media,crime-court-beat|editor|legal-press|press|the-wire|top-priority,general,legal-press-research-2026-06-09,,user_not_found
omkar@livelaw.in,Omkar Gokhale,"Legal Journalist, LiveLaw / Independent",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|legal-reporter|livelaw|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
legal@ptinews.com,PTI Legal Delhi,"Legal desk, Press Trust of India (PTI)",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|supreme-court-beat|top-priority,general,legal-press-research-2026-06-09,,user_not_found
news@ptinews.com,PTI National Desk,"News desk, Press Trust of India (PTI)",Press/Legal Media,crime-court-beat|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
feedback@aninews.in,ANI Legal Desk,"Legal/national desk, ANI Wire",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
feedback@zeenews.com,Zee News Legal/National,"Editorial contact, Zee News",Press/Legal Media,crime-court-beat|editor|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
feedback@news18.com,News18 Legal Desk,"Editorial contact, News18 / CNN-News18",Press/Legal Media,crime-court-beat|editor|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editorial@deccanherald.com,Deccan Herald Legal,"Legal desk, Deccan Herald",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|legal-reporter|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mumbai@deccanherald.com,Deccan Herald Mumbai/National,"Mumbai bureau, Deccan Herald",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
legal@thequint.com,The Quint Legal Desk (alt),"Legal section contact, The Quint",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|the-quint|thequint|top-priority,general,legal-press-research-2026-06-09,,user_not_found
news@mumbaibuzz.in,MumbaiLive / Mumbai Buzz,"News desk, MumbaiLive",Press/Legal Media,crime-court-beat|legal-press|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
editorial@navhindtimes.in,Navhind Times Editor,"Editorial contact, Navhind Times",Press/Legal Media,crime-court-beat|editor|goa|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
rua.editorial@heraldgoa.in,O Heraldo Contact,"Editorial contact, O Heraldo",Press/Legal Media,crime-court-beat|editor|goa|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
dip-goa@nic.in,Goa Media Department List,"Dept of Info & Publicity Goa, Goa Government Press/Media Office",Press/Legal Media,goa|legal-press|press,general,legal-press-research-2026-06-09,,user_not_found
editors@newsbytesapp.com,NewsBytes Legal,"Editorial contact, NewsBytes",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
rajshri@indialegal.in,India Legal (Rajshri Rai),"Managing Director / Co-Founder, India Legal",Press/Legal Media,founder|india-legal|legal-press|press,general,legal-press-research-2026-06-09,,user_not_found
nolan.pinto@newsx.com,Nolan Pinto,"Correspondent, NewsX",Press/Legal Media,crime-court-beat|legal-press|mumbai-press|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
tips@scroll.in,Scroll.in Tips/News,"Tips/news desk, Scroll.in",Press/Legal Media,crime-court-beat|legal-press|mumbai-press|press|scroll|top-priority,general,legal-press-research-2026-06-09,,user_not_found
oped@thehindu.co.in,The Hindu Group Legal,"Oped/legal analysis contact, The Hindu",Press/Legal Media,legal-press|legal-reporter|press|the-hindu|top-priority,general,legal-press-research-2026-06-09,,user_not_found
reader@frontline.in,Frontline Sub/Reader Services,"Reader services, Frontline",Press/Legal Media,frontline|legal-press|press,general,legal-press-research-2026-06-09,,inbox_bounce_notification
hindi@livelaw.in,LiveLaw Hindi Desk,"Hindi editorial, LiveLaw Hindi",Press/Legal Media,editor|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
tamil@livelaw.in,LiveLaw Tamil Desk,"Tamil editorial, LiveLaw Tamil",Press/Legal Media,crime-court-beat|editor|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
malayalam@livelaw.in,LiveLaw Malayalam Desk,"Malayalam editorial, LiveLaw Malayalam",Press/Legal Media,crime-court-beat|editor|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
info@vidhilegalpolicy.in,Vidhi Centre Legal Policy,"Legal policy editorial, Vidhi Centre for Legal Policy",Press/Legal Media,crime-court-beat|editor|legal-press|legal-reporter|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
hyderabad@livelaw.in,LiveLaw Hyderabad Desk,"Telangana/Andhra HC desk, LiveLaw India",Press/Legal Media,crime-court-beat|high-court-beat|legal-press|livelaw|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
bombay@barandbench.com,Bar and Bench Bombay Correspondent,"Bombay HC Correspondent, Bar and Bench",Press/Legal Media,bar-and-bench|crime-court-beat|high-court-beat|legal-press|mumbai-press|press|reporter|top-priority,general,legal-press-research-2026-06-09,,user_not_found
tips@legallyindia.com,LegallyIndia Tips,"News tips, Legally India",Press/Legal Media,legal-press|mumbai-press|press,general,legal-press-research-2026-06-09,,user_not_found
editor@indianlawwatch.com,Indian Law Watch,"Editorial contact, Indian Law Watch",Press/Legal Media,editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
venkatesan@thewire.in,V Venkatesan (The Wire),"Contributor, The Wire / Frontline",Press/Legal Media,crime-court-beat|frontline|legal-press|press|supreme-court-beat|the-wire|top-priority,general,legal-press-research-2026-06-09,,user_not_found
karan.thapar@thewire.in,Karan Thapar,"Consulting Editor, The Wire",Press/Legal Media,editor|legal-press|press|the-wire|top-priority,general,legal-press-research-2026-06-09,,user_not_found
mkvenu@thewire.in,MK Venu,"Founding Editor, The Wire",Press/Legal Media,editor|legal-press|press|the-wire|top-priority,general,legal-press-research-2026-06-09,,user_not_found
anumeha@thewire.in,Anumeha Yadav,"Reporter, The Wire",Press/Legal Media,crime-court-beat|legal-press|press|reporter|the-wire|top-priority,general,legal-press-research-2026-06-09,,user_not_found
legal@deccanchronicle.com,Deccan Chronicle Legal Desk,"Legal desk, Deccan Chronicle",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editorial@businesstoday.in,Business Today Legal,"Editorial contact, Business Today",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editorial@bqprime.com,Bloomberg Quint Legal,"Legal desk, BQ Prime / Bloomberg Quint",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|mumbai-press|press|thequint|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editorial@thenewsminute.com,The News Minute Legal,"Legal desk, The News Minute",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editorial@medianama.com,Medianama Legal/Regulatory,"Legal/regulatory desk, Medianama",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|mumbai-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
letters@thestatesman.com,The Statesman Legal Desk,"Editorial contact, The Statesman",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@telegraphindia.com,Telegraph India Legal,"Editorial contact, The Telegraph India",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
legal@thehindugroup.com,The Hindu BusinessLine Legal,"Legal/regulatory desk, BusinessLine",Press/Legal Media,crime-court-beat|legal-press|legal-reporter|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
hello@newslaundry.com,Newslaundry Legal,"Editorial contact, Newslaundry",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,user_not_found
editor@thefederal.com,The Federal Legal Desk,"Editorial contact, The Federal",Press/Legal Media,crime-court-beat|editor|legal-press|press|top-priority,general,legal-press-research-2026-06-09,,dead_domain
